DEPTH,AVTX,BVTX,CILD,CNDL,CNLS,CNPOR,CNSS,DCAL,DPOR,GR,LSPD,LTEN,RHOB,RHOC,RILD,RILM,RLL3,RXORT,SP,DT,ITT,MCAL,MI,MN,SPOR
2093.5,0.0,0.0,385.455,38.2655,41.7912,41.7912,42.1743,8.2077,27.2786,79.9607,,1343.1899,2.2435,0.0831,2.5943,2.6678,5.8982,13.966712064090482,0.0811,113.1177,0.0,8.1597,3.0561,3.4562,46.335
2094.0,0.0,0.0,375.4427,38.2917,41.8078,41.8078,42.1855,8.2704,27.7418,81.3974,,1349.988,2.2356,0.1034,2.6635,2.7248,5.3867,14.028897832233744,0.0811,111.8335,0.0,8.111,2.8646,3.3384,45.4268
2094.5,0.0,0.0,359.7599,38.2422,41.7765,41.7765,42.1644,8.4371,27.6792,86.2923,,1339.1012,2.2367,0.1275,2.7796,2.772,4.8562,14.091083600377004,0.0811,112.0489,0.0,8.084,2.7343,3.2308,45.5791
2095.0,0.0,0.0,343.9582,39.822,42.7848,42.7848,42.8488,8.5479,26.9639,89.7031,,1349.3488,2.2489,0.1445,2.9073,2.8031,4.6083,14.153269368520265,0.0811,112.9053,1.0,8.0914,2.7128,3.2199,46.1848
2095.5,0.0,0.0,334.9785,42.8316,44.7546,44.7546,44.2336,8.5433,25.7611,89.6253,,1346.491,2.2695,0.1511,2.9853,2.8113,4.6725,14.215455136663527,0.0811,113.3814,0.0,8.1332,2.8442,3.2896,46.5215
2096.0,0.0,0.0,336.0262,44.1072,45.6098,45.6098,44.8539,8.4567,24.5817,88.4365,,1359.9923,2.2897,0.1489,2.976,2.7933,5.1006,14.277640904806788,0.0811,113.1734,0.0,8.1663,3.1845,3.5001,46.3744
2096.5,0.0,0.0,344.4541,41.146,43.6433,43.6433,43.4447,8.3345,24.1949,87.1891,,1351.731,2.2963,0.1418,2.9031,2.7535,5.5981,14.339826672950048,0.0811,112.9309,0.0,8.102,3.5054,3.7668,46.2029
2097.0,0.0,0.0,354.1962,35.8123,40.2585,40.2585,41.1661,8.2767,24.9768,85.4748,,1318.3838,2.2829,0.1361,2.8233,2.7064,5.2968,14.40201244109331,0.0811,113.5172,0.0,8.1064,3.3493,3.6576,46.6175
2097.5,0.0,0.0,360.0772,32.1842,37.988,37.988,39.7129,8.311,26.4865,85.8559,,1324.3226,2.2571,0.1375,2.7772,2.6718,4.6214,14.46419820923657,0.0811,115.1911,0.0,8.1965,2.8504,3.1779,47.8013
2098.0,0.0,1.0,359.6678,30.919,36.9386,36.9386,39.0022,8.375,27.9725,88.99,,1331.0151,2.2317,0.1448,2.7803,2.6678,4.3166,14.526383977379831,0.0811,117.4704,0.0,8.2408,2.5035,2.8411,49.4133
2098.5,0.0,0.0,352.9683,28.3483,35.2442,35.2442,37.7075,8.4049,28.8823,91.8147,,1311.9688,2.2161,0.1525,2.8331,2.7059,4.2459,14.588569745523094,0.0811,119.4223,0.0,8.2516,2.4543,2.7788,50.7937
2099.0,0.0,0.0,342.3396,25.4276,32.7658,32.7658,35.3663,8.4056,28.8617,89.8388,,1317.3561,2.2165,0.1555,2.9211,2.7887,4.3449,14.650755513666354,0.0811,120.027,0.0,8.2783,2.6778,2.8915,51.2214
2099.5,0.0,0.0,330.8985,23.2969,31.2684,31.2684,33.8095,8.3716,27.7809,83.7353,,1337.9539,2.2349,0.1507,3.0221,2.9085,4.5619,14.712941281809615,0.0811,118.6209,0.0,8.2484,3.4133,3.3468,50.2269
2100.0,0.0,0.0,320.0182,23.2976,31.2691,31.2691,33.8102,8.2354,25.8609,79.2242,,1334.7461,2.2678,0.1379,3.1248,3.0472,5.2664,14.775127049952877,0.0811,115.228,0.0,8.093,4.9055,4.485,47.8274
2100.5,0.0,0.0,309.4041,23.8269,31.7874,31.7874,34.3524,8.046,23.6207,76.128,,1318.6439,2.3061,0.1216,3.232,3.1809,6.2368,14.837312818096137,0.0811,110.4696,0.0,7.926,6.0865,5.7424,44.4623
2101.0,0.0,0.0,298.5663,23.6979,31.6705,31.6705,34.2302,7.9669,21.6586,73.14,,1336.0413,2.3396,0.1072,3.3493,3.29,6.531,14.899498586239398,0.0811,105.2237,0.0,7.8503,6.3185,6.4352,40.7523
2101.5,0.0,0.0,286.3473,22.6073,30.7151,30.7151,33.2331,7.9382,20.4691,71.1285,,1354.0327,2.36,0.0944,3.4923,3.3697,7.0351,14.96168435438266,0.0811,100.3272,0.0,7.8138,6.5326,7.0059,37.2894
2102.0,0.0,0.0,271.371,21.0825,29.6834,29.6834,32.1821,7.8957,20.2744,70.7145,,1351.0348,2.3633,0.0794,3.685,3.4322,6.9775,15.02387012252592,0.0811,96.3215,0.0,7.8081,6.7375,7.2159,34.4565
2102.5,0.0,0.0,254.8351,20.8244,29.4651,29.4651,31.9654,7.8747,20.7661,72.1394,,1343.1536,2.3549,0.063,3.9241,3.4948,6.0005,15.086055890669181,0.0811,93.4439,0.0,7.7846,6.9686,7.168,32.4214
2103.0,0.0,0.0,240.2242,21.942,30.2909,30.2909,32.796,7.8722,21.1788,71.5805,,1344.0723,2.3478,0.0524,4.1628,3.5645,6.317,15.148241658812443,0.0811,91.8853,0.0,7.7531,7.4177,7.5963,31.3191
2103.5,0.0,0.0,230.5993,23.9512,31.8899,31.8899,34.4595,7.874,20.9793,66.8115,,1348.9081,2.3513,0.0512,4.3365,3.6271,6.9031,15.210427426955704,0.0811,91.7476,0.0,7.7891,7.0308,7.4565,31.2218
2104.0,0.0,0.0,228.3927,27.0508,34.2463,34.2463,36.8224,7.8896,20.4601,63.5181,,1342.8301,2.3601,0.0546,4.3784,3.6505,6.8415,15.272613195098964,0.0811,92.7647,0.0,7.91,6.2834,6.6412,31.9411
2104.5,0.0,0.0,234.5721,31.1171,37.092,37.092,39.1094,7.9179,20.6051,65.1496,,1336.3588,2.3577,0.0547,4.2631,3.606,7.8326,15.334798963242227,0.0811,94.5345,1.0,8.011,6.8232,6.8613,33.1927
2105.0,0.0,0.0,246.0014,33.6653,38.9489,38.9489,40.3316,7.9227,22.2914,68.6124,,1313.5239,2.3288,0.0511,4.065,3.4965,8.8621,15.396984731385487,0.0811,97.097,0.0,7.9918,7.878,7.719,35.0049
2105.5,0.0,0.0,256.3765,33.8798,39.0784,39.0784,40.4139,7.9391,25.2218,73.7841,,1306.2476,2.2787,0.0545,3.9005,3.3604,8.5284,15.459170499528748,0.0811,100.9338,0.0,7.9533,7.4809,7.2635,37.7184
2106.0,0.0,0.0,260.3333,32.5933,38.2788,38.2788,39.9022,8.0176,27.8429,82.2063,,1308.4263,2.2339,0.0761,3.8412,3.2461,6.3147,15.52135626767201,0.0811,106.1428,0.0,8.0345,5.3404,5.2437,41.4023
2106.5,0.0,0.0,256.8991,31.664,37.5584,37.5584,39.4279,8.1818,28.7927,89.6593,,1303.5817,2.2176,0.1108,3.8926,3.185,4.2607,15.58354203581527,0.0811,111.6114,0.0,8.3142,3.4598,3.5146,45.2698
2107.0,0.0,0.0,250.3132,30.8093,36.8581,36.8581,38.9454,8.3385,27.9076,91.152,,1308.5486,2.2328,0.1401,3.995,3.18,3.9087,15.64572780395853,0.0811,115.2816,0.0,8.5464,3.5318,3.4112,47.8653
2107.5,0.0,0.0,247.0177,28.3484,35.2443,35.2443,37.7075,8.3516,25.9063,85.9381,,1306.6864,2.267,0.1485,4.0483,3.2076,4.8585,15.707913572101793,0.0811,115.4983,0.0,8.3988,5.4773,4.874,48.0186
2108.0,0.0,0.0,250.1848,25.0771,32.5692,32.5692,35.1646,8.2161,23.8093,74.7593,,1304.2593,2.3029,0.1346,3.997,3.2291,6.6244,15.770099340245054,0.0811,112.1659,0.0,8.0732,7.0909,6.5762,45.6619
2108.5,0.0,0.0,256.705,21.4091,29.9352,29.9352,32.4346,8.0747,22.5379,64.0521,,1308.7113,2.3246,0.1084,3.8955,3.2112,6.5877,15.832285108388314,0.0811,106.7429,0.0,7.853,7.303,7.3843,41.8267
2109.0,0.0,0.0,259.9966,19.2408,28.118,28.118,30.6702,8.0234,22.5715,59.4261,,1323.6295,2.324,0.081,3.8462,3.1449,6.3086,15.894470876531576,0.0811,101.286,0.0,7.7835,7.7491,8.2841,37.9675
2109.5,0.0,0.0,256.4768,18.1919,27.1856,27.1856,29.8092,7.962,23.8077,55.8268,,1343.6803,2.3029,0.057,3.899,3.0464,6.386,15.956656644674837,0.0811,97.2914,0.0,7.7539,8.1529,8.9606,35.1424
2110.0,0.0,0.0,248.6864,17.8698,26.8711,26.8711,29.5241,7.921,25.6636,49.6622,,1340.7385,2.2712,0.0377,4.0211,2.9405,5.7902,16.018842412818096,0.0811,95.0635,0.0,7.7293,7.8519,8.5171,33.5669
2110.5,0.0,0.0,241.959,17.9881,26.9883,26.9883,29.6301,7.9161,27.2993,41.8175,,1340.3666,2.2432,0.0249,4.1329,2.8446,5.0159,16.081028180961358,0.0811,93.9193,0.0,7.7112,7.1882,7.3714,32.7577
2111.0,0.0,0.0,241.4884,18.5402,27.5097,27.5097,30.1056,7.9169,28.003,36.2055,,1335.321,2.2311,0.0195,4.141,2.7642,4.362,16.143213949104616,0.0811,92.8603,0.0,7.7084,7.0902,6.6002,32.0087
2111.5,0.0,0.0,250.8404,19.3413,28.2014,28.2014,30.7485,7.9171,27.5534,33.8235,,1319.335,2.2388,0.0212,3.9866,2.6965,5.0149,16.20539971724788,0.0811,91.2404,0.0,7.7186,7.8852,6.9351,30.8631
2112.0,0.0,0.0,267.3304,19.6962,28.4931,28.4931,31.0242,7.9171,26.2773,32.2825,,1318.2046,2.2607,0.0283,3.7407,2.6378,6.0658,16.26758548539114,0.0811,89.1562,0.0,7.7545,8.3907,7.4235,29.3891
2112.5,0.0,0.0,281.7575,19.1401,28.0338,28.0338,30.5914,7.9165,24.7694,32.2841,,1320.1394,2.2864,0.0374,3.5492,2.5869,5.475,16.3297712535344,0.0811,87.2882,0.0,7.7862,7.8928,7.0261,28.068
2113.0,0.0,0.0,287.3437,18.2159,27.2084,27.2084,29.83,7.9166,23.5103,34.9547,,1342.8259,2.308,0.0443,3.4802,2.5455,4.3874,16.391957021677662,0.0811,86.2417,0.0,7.7892,7.2341,6.5578,27.3279
2113.5,0.0,0.0,285.7234,17.7482,26.7492,26.7492,29.4142,7.9165,22.7907,38.7637,,1359.6898,2.3203,0.0459,3.4999,2.5146,4.6099,16.454142789820924,0.0811,86.0343,0.0,7.7851,7.2479,6.8885,27.1813
2114.0,0.0,0.0,283.7322,18.0494,27.0483,27.0483,29.6844,7.9159,22.79,40.5204,,1342.0444,2.3203,0.0431,3.5245,2.4928,5.3555,16.516328557964183,0.0811,86.2393,0.0,7.8076,7.6436,7.5756,27.3262
2114.5,0.0,0.0,286.3441,18.9534,27.875,27.875,30.4433,7.9164,23.3632,38.3615,,1320.1184,2.3105,0.0413,3.4923,2.477,5.7141,16.578514326107445,0.0811,86.4771,1.0,7.8325,7.6699,7.9171,27.4944
2115.0,0.0,0.0,291.8116,19.7854,28.5664,28.5664,31.094,7.9165,23.9666,35.277,,1309.1483,2.3002,0.0458,3.4269,2.4656,5.4115,16.640700094250708,0.0811,86.6563,0.0,7.8326,7.4452,7.6374,27.6211
2115.5,0.0,0.0,295.1844,20.0241,28.7645,28.7645,31.2834,7.9175,24.2782,34.7914,,1314.8656,2.2948,0.054,3.3877,2.4614,4.8629,16.702885862393966,0.0811,86.8763,0.0,7.8424,7.588,7.3525,27.7767
2116.0,0.0,0.0,294.757,20.3263,29.023,29.023,31.5328,7.9189,24.659,37.4527,,1330.2856,2.2883,0.057,3.3926,2.4707,5.3219,16.76507163053723,0.0811,87.2767,0.0,7.8706,8.0109,7.7034,28.0599
2116.5,0.0,0.0,291.3005,21.2472,29.8142,29.8142,32.3129,7.9198,25.6938,41.697,,1330.1377,2.2706,0.0521,3.4329,2.5029,5.5506,16.82725739868049,0.0811,88.0603,0.0,7.869,7.74,7.7183,28.6141
2117.0,0.0,0.0,285.364,22.3904,30.5736,30.5736,33.0867,7.9222,27.424,45.356,,1311.9536,2.241,0.0482,3.5043,2.5678,5.3658,16.88944316682375,0.0811,89.6357,0.0,7.833,6.9212,7.0979,29.7282
2117.5,0.0,0.0,277.6932,22.7584,30.8186,30.8186,33.3406,7.9388,29.1579,48.1393,,1306.6499,2.2114,0.0574,3.6011,2.6739,5.571,16.95162893496701,0.0811,92.4274,0.0,7.8174,5.9289,6.2001,31.7025
2118.0,0.0,0.0,269.409,22.9816,30.9852,30.9852,33.5139,7.9955,30.0718,51.2829,,1329.4941,2.1958,0.0816,3.7118,2.8257,5.3885,17.013814703110274,0.0811,96.2931,0.0,7.8894,4.4708,4.943,34.4364
2118.5,0.0,0.0,261.1454,23.4107,31.3831,31.3831,33.9295,8.1191,29.8645,55.7039,,1340.6902,2.1993,0.1106,3.8293,3.0206,5.41,17.076000471253533,0.0811,100.3271,0.0,8.0128,3.4123,4.1248,37.2893
2119.0,0.0,0.0,252.1154,23.9118,31.8585,31.8585,34.4267,8.2119,28.8058,60.0098,,1325.9242,2.2174,0.1325,3.9664,3.2463,5.828,17.138186239396795,0.0811,103.3316,0.0,8.096,3.1632,3.9705,39.4141
2119.5,0.0,0.0,241.2567,24.7109,32.3688,32.3688,34.9577,8.2424,27.489,63.1032,,1316.5148,2.2399,0.1416,4.145,3.4782,5.6878,17.200372007540057,0.0811,104.4493,0.0,8.1979,3.5023,3.9727,40.2046
2120.0,0.0,0.0,229.4828,25.5107,32.8147,32.8147,35.4163,8.2449,26.6013,67.9074,,1312.0569,2.2551,0.1381,4.3576,3.6829,5.8545,17.262557775683316,0.0811,103.6348,0.0,8.1754,4.4775,4.3266,39.6285
2120.5,0.0,0.0,219.2234,25.6707,32.9136,32.9136,35.5171,8.1593,26.5827,72.4331,,1309.3201,2.2554,0.1264,4.5616,3.8286,6.4112,17.324743543826578,0.0811,101.6913,0.0,8.0005,5.104,4.8335,38.2541
2121.0,0.0,0.0,212.5647,25.5708,32.8511,32.8511,35.4534,8.1028,27.3989,69.4357,,1309.8398,2.2415,0.1132,4.7044,3.9003,6.5628,17.38692931196984,0.0811,99.812,0.0,7.9263,5.3513,5.3214,36.925
2121.5,0.0,0.0,210.1298,25.678,32.9183,32.9183,35.5218,8.0961,28.6583,62.3477,,1327.9393,2.2199,0.1049,4.759,3.9089,6.536,17.4491150801131,0.0811,99.0076,0.0,7.9116,5.842,5.8058,36.3562
2122.0,0.0,0.0,210.8235,25.7125,32.9407,32.9407,35.5447,8.1008,29.6285,61.5702,,1355.3364,2.2034,0.1054,4.7433,3.8831,6.0173,17.51130084825636,0.0811,99.4714,0.0,7.9388,5.4289,5.5336,36.6842
2122.5,0.0,0.0,213.0737,25.5224,32.8217,32.8217,35.4235,8.1576,29.3854,65.254,,1364.2336,2.2075,0.113,4.6932,3.8525,5.3166,17.573486616399624,0.0811,100.1991,0.0,8.0754,4.495,4.8232,37.1988
2123.0,0.0,0.0,215.6893,25.0518,32.5554,32.5554,35.1504,8.2565,27.5172,63.9626,,1350.6846,2.2395,0.1186,4.6363,3.8363,5.2406,17.635672384542882,0.0811,99.711,0.0,8.0934,4.9425,5.0667,36.8536
2123.5,0.0,0.0,217.2721,24.0017,31.9287,31.9287,34.5,8.2232,24.519,59.0945,,1337.2993,2.2907,0.1153,4.6025,3.8408,5.83,17.697858152686145,0.0811,97.4582,0.0,7.9519,6.7946,6.3914,35.2604
2124.0,0.0,0.0,216.5061,22.9155,30.9336,30.9336,33.4602,8.1218,21.5156,55.6521,,1322.9695,2.3421,0.1065,4.6188,3.863,6.587,17.760043920829407,0.0811,94.3249,0.0,7.8783,7.9799,7.5349,33.0445
2124.5,0.0,0.0,213.4289,21.1961,29.7744,29.7744,32.273,8.0593,19.5815,54.5381,,1310.9963,2.3752,0.1005,4.6854,3.8933,6.5695,17.822229688972666,0.0811,91.7688,0.0,7.8939,7.7582,7.8657,31.2368
2125.0,0.0,0.0,209.3967,19.9755,28.7239,28.7239,31.2445,8.048,18.979,56.4943,,1318.8635,2.3855,0.0977,4.7756,3.9164,6.4403,17.884415457115928,0.0811,90.6706,1.0,7.8852,7.6817,8.0977,30.4601
2125.5,0.0,0.0,206.1487,19.2784,28.1493,28.1493,30.6996,8.0338,19.2168,59.7743,,1336.3853,2.3814,0.0921,4.8509,3.9122,6.437,17.94660122525919,0.0811,90.9031,0.0,7.8347,7.5632,8.1785,30.6245
2126.0,0.0,0.0,205.4496,19.1691,28.0581,28.0581,30.6141,8.0133,19.6895,60.394,,1332.8765,2.3733,0.0823,4.8674,3.8619,6.6228,18.00878699340245,0.0811,91.7008,0.0,7.7833,7.1875,7.8551,31.1887
2126.5,0.0,0.0,208.1632,19.0051,27.9193,27.9193,30.4845,8.0054,20.0374,57.4622,,1319.8481,2.3674,0.0726,4.8039,3.7596,6.8379,18.07097276154571,0.0811,92.3006,0.0,7.7859,7.0517,7.5837,31.6129
2127.0,0.0,1.0,213.0803,18.5034,27.4762,27.4762,30.0749,7.9942,20.2579,53.132,,1327.8124,2.3636,0.0643,4.6931,3.6195,6.4699,18.133158529688973,0.0811,92.3175,0.0,7.8464,7.2267,7.695,31.6248
2127.5,0.0,0.0,217.6513,18.0491,27.048,27.048,29.6841,7.9731,20.5443,49.6753,,1330.2664,2.3587,0.0542,4.5945,3.4721,5.798,18.195344297832232,0.0811,91.7576,0.0,7.8426,7.9643,8.2781,31.2289
2128.0,0.0,0.0,220.148,17.7783,26.7795,26.7795,29.4415,7.9627,20.9199,47.9557,,1319.7207,2.3523,0.0421,4.5424,3.3491,5.2924,18.257530065975494,0.0811,90.8663,0.0,7.8032,8.3938,8.7308,30.5985
2128.5,0.0,0.0,221.0727,17.5415,26.5398,26.5398,29.2262,7.9615,21.1638,48.5601,,1324.4537,2.3481,0.0334,4.5234,3.2714,5.2775,18.319715834118757,0.0811,89.9261,0.0,7.7919,8.141,8.6217,29.9336
2129.0,0.0,0.0,222.4293,17.4502,26.4471,26.4471,29.1434,7.9615,21.1277,50.7759,,1332.9287,2.3487,0.0322,4.4958,3.2462,5.4371,18.381901602262015,0.0811,89.0713,0.0,7.7872,8.4274,8.4972,29.3291
2129.5,0.0,0.0,225.479,17.6653,26.6654,26.6654,29.3389,7.9618,20.9044,51.4152,,1318.6099,2.3525,0.0361,4.435,3.2692,5.5304,18.444087370405278,0.0811,88.2511,0.0,7.7855,9.4392,8.7587,28.749
2130.0,0.0,0.0,228.9185,18.0107,27.0104,27.0104,29.6501,7.9622,20.5981,49.7391,,1310.5629,2.3578,0.0402,4.3684,3.3299,5.8224,18.50627313854854,0.0811,87.37,0.0,7.7966,10.1038,9.325,28.1259
2130.5,0.0,0.0,229.3913,18.2869,27.2755,27.2755,29.8912,7.962,20.1681,47.658,,1310.8884,2.3651,0.0423,4.3594,3.4144,6.2655,18.5684589066918,0.0811,86.4622,0.0,7.8019,9.8572,9.7285,27.4839
2131.0,0.0,0.0,224.6806,18.4859,27.4602,27.4602,30.0602,7.9614,19.6114,45.2936,,1315.4747,2.3746,0.0426,4.4508,3.5078,6.4557,18.63064467483506,0.0811,85.7342,0.0,7.7939,9.1423,9.5727,26.969
2131.5,0.0,0.0,215.6494,18.6668,27.6238,27.6238,30.2107,7.9611,19.1637,45.1252,,1316.6782,2.3823,0.0405,4.6372,3.5952,6.2707,18.692830442978323,0.0811,85.427,0.0,7.8031,8.6211,9.0973,26.7518
2132.0,0.0,0.0,205.1647,18.7786,27.7228,27.7228,30.3022,7.9612,19.1268,48.894,,1325.8615,2.3829,0.0352,4.8741,3.661,6.1794,18.755016211121582,0.0811,85.6351,0.0,7.8168,8.6487,8.9158,26.8989
2132.5,0.0,0.0,196.811,18.6467,27.6058,27.6058,30.1941,7.9612,19.4717,51.8207,,1332.0311,2.377,0.0292,5.081,3.6902,6.3658,18.817201979264844,0.0811,86.2711,0.0,7.8154,8.9069,8.9929,27.3487
2133.0,0.0,0.0,193.9217,18.374,27.357,27.357,29.9657,7.9612,19.8409,51.7063,,1333.6166,2.3707,0.0275,5.1567,3.6718,6.7554,18.879387747408106,0.0811,87.1601,0.0,7.8466,8.8933,9.0503,27.9774
2133.5,0.0,0.0,197.3621,18.2834,27.2723,27.2723,29.8882,7.9615,20.0149,52.511,,1335.678,2.3677,0.0328,5.0668,3.606,6.853,18.941573515551365,0.0811,88.103,0.0,7.872,8.3099,8.72,28.6443
2134.0,0.0,0.0,204.178,18.4306,27.4094,27.4094,30.0136,7.9618,20.1247,53.8013,,1347.7274,2.3659,0.0433,4.8977,3.5075,6.4185,19.003759283694627,0.0811,88.8768,0.0,7.8394,7.576,8.0719,29.1915
2134.5,0.0,0.0,210.1018,18.5164,27.4881,27.4881,30.0858,7.9611,20.3998,52.3552,,1364.8149,2.3612,0.0546,4.7596,3.4006,5.8787,19.06594505183789,0.0811,89.3128,0.0,7.756,7.3981,7.7677,29.4999
2135.0,0.0,0.0,213.0791,18.2209,27.2132,27.2132,29.8343,7.9612,20.8957,49.5524,,1346.4253,2.3527,0.0628,4.6931,3.3094,5.5352,19.12813081998115,0.0811,89.4615,0.0,7.6814,7.7204,7.903,29.605
2135.5,0.0,0.0,213.9682,17.7416,26.7425,26.7425,29.4082,7.9615,21.4066,47.5941,,1321.6316,2.3439,0.0676,4.6736,3.2481,5.4699,19.19031658812441,0.0811,89.5723,0.0,7.6584,7.7619,7.8808,29.6834
2136.0,0.0,0.0,214.6852,17.6096,26.6089,26.6089,29.2882,7.9613,21.6022,46.8129,,1305.6246,2.3406,0.0705,4.658,3.2179,5.2839,19.252502356267673,0.0811,89.8043,1.0,7.6691,7.0156,7.2515,29.8474
2136.5,0.0,0.0,216.3863,18.0896,27.0873,27.0873,29.7198,7.9594,21.3986,47.5924,,1313.3456,2.3441,0.0721,4.6214,3.2071,5.261,19.31468812441093,0.0811,90.0279,1.0,7.7165,6.6719,7.0984,30.0056
2137.0,0.0,0.0,219.4083,18.9378,27.8616,27.8616,30.4308,7.956,21.1454,48.3404,,1333.4839,2.3484,0.0708,4.5577,3.1948,5.9227,19.376873892554194,0.0811,89.9569,0.0,7.7347,7.3965,7.9519,29.9554
2137.5,0.0,0.0,224.3074,19.5852,28.402,28.402,30.9378,7.955,21.2628,47.618,,1336.261,2.3464,0.0678,4.4582,3.158,6.3838,19.439059660697456,0.0811,89.4314,0.0,7.6942,7.8844,8.3535,29.5838
2138.0,0.0,0.0,232.3145,19.7494,28.5368,28.5368,31.0658,7.9553,21.7331,47.2842,,1326.7018,2.3384,0.0657,4.3045,3.082,6.1995,19.501245428840715,0.0811,88.6034,0.0,7.692,7.6367,8.0495,28.9982
2138.5,0.0,0.0,243.8923,19.9629,28.7134,28.7134,31.2344,7.9553,22.1989,46.8024,,1329.6277,2.3304,0.0638,4.1002,2.9679,5.8847,19.563431196983977,0.0811,87.8863,0.0,7.7495,7.4501,7.828,28.491
2139.0,0.0,0.0,257.9992,21.2454,29.8128,29.8128,32.3115,7.9554,22.5225,44.3715,,1328.4315,2.3249,0.0588,3.876,2.8318,5.7739,19.62561696512724,0.0811,87.8072,0.0,7.7603,7.7363,7.926,28.4351
2139.5,0.0,0.0,273.9235,25.0088,32.5318,32.5318,35.1261,7.9547,23.0023,41.4673,,1318.2225,2.3167,0.0515,3.6507,2.695,5.6584,19.687802733270498,0.0811,89.0587,0.0,7.7483,7.6663,7.6568,29.3202
2140.0,0.0,0.0,291.7322,30.5819,36.6984,36.6984,38.8316,7.9532,24.0938,43.1584,,1323.3446,2.298,0.0498,3.4278,2.5751,5.245,19.74998850141376,0.0811,92.5013,0.0,7.7629,6.6444,6.4867,31.7548
2140.5,0.0,0.0,311.739,36.0694,40.4172,40.4172,41.2687,7.9761,25.8246,53.3955,,1334.9877,2.2684,0.0619,3.2078,2.4819,4.6042,19.812174269557023,0.0811,98.567,0.0,7.8483,4.8276,4.7099,36.0446
2141.0,0.0,0.0,334.6554,39.8972,42.8332,42.8332,42.8822,8.1053,27.5074,69.3088,,1329.7803,2.2396,0.0882,2.9881,2.4174,3.9911,19.87436003770028,0.0811,106.4816,0.0,8.0254,3.2087,3.2187,41.6419
2141.5,0.0,0.0,359.3021,43.1374,44.9585,44.9585,44.3804,8.2929,28.3968,83.7906,,1329.3459,2.2244,0.1186,2.7832,2.3791,3.7331,19.936545805843544,0.0811,114.3772,0.0,8.1502,2.5618,2.5969,47.2257
2142.0,0.0,0.0,381.4596,46.3537,47.1464,47.1464,45.997,8.3578,28.4001,92.6044,,1341.5481,2.2244,0.1405,2.6215,2.3611,3.8639,19.998731573986806,0.0811,120.3576,0.0,8.1367,2.4972,2.5053,51.4552
2142.5,0.0,0.0,397.9963,47.6797,48.0725,48.0725,46.7033,8.3624,27.9554,95.9594,,1336.8042,2.232,0.1497,2.5126,2.3568,4.0193,20.060917342130065,0.0811,123.5318,0.0,8.096,2.5947,2.5724,53.7
2143.0,0.0,0.0,409.2962,45.8691,46.8116,46.8116,45.7449,8.363,27.488,94.5536,,1325.9274,2.24,0.1512,2.4432,2.3602,4.0934,20.123103110273327,0.0811,124.2936,0.0,8.0989,2.6588,2.6531,54.2388
2143.5,0.0,0.0,417.0962,42.5945,44.597,44.597,44.1205,8.363,27.0995,91.3214,,1327.7799,2.2466,0.1526,2.3975,2.3669,4.099,20.18528887841659,0.0811,123.7827,0.0,8.1094,2.6655,2.6669,53.8774
2144.0,0.0,0.0,422.8431,40.2895,43.0865,43.0865,43.0569,8.3659,26.7399,89.0303,,1338.299,2.2527,0.1554,2.3649,2.375,4.1098,20.247474646559848,0.0811,123.0009,0.0,8.1368,2.6822,2.7189,53.3246
2144.5,0.0,0.0,427.2709,39.1574,42.3585,42.3585,42.5575,8.3983,26.4895,86.964,,1337.7664,2.257,0.156,2.3404,2.3838,4.1664,20.30966041470311,0.0811,122.3321,0.0,8.1681,2.7079,2.8349,52.8516
2145.0,0.0,0.0,430.3964,38.3904,41.8704,41.8704,42.2275,8.4679,26.5272,86.7175,,1338.2148,2.2564,0.1529,2.3234,2.3937,4.2113,20.371846182846372,0.0811,121.7169,0.0,8.1722,2.7494,2.8762,52.4165
2145.5,1.0,0.0,432.3006,38.4443,41.9045,41.9045,42.2504,8.5035,26.8917,88.8724,,1346.9764,2.2502,0.1511,2.3132,2.4054,4.2183,20.43403195098963,0.0811,121.0449,2.0,8.1484,2.8421,2.8968,51.9413
2146.0,0.0,0.0,432.7628,40.5314,43.2432,43.2432,43.1655,8.4485,27.3536,90.2577,,1353.5608,2.2423,0.1558,2.3107,2.4191,4.3155,20.496217719132893,0.0811,120.3045,2.0,8.1136,2.8971,2.9536,51.4176
2146.5,0.0,0.0,430.8933,44.59,45.9367,45.9367,45.094,8.2528,27.5636,89.5345,,1356.473,2.2387,0.166,2.3208,2.4351,4.3464,20.558403487276156,0.0811,119.4698,0.0,8.0529,2.8441,2.9076,50.8273
2147.0,0.0,0.0,426.8273,48.3583,48.552,48.552,47.074,8.1313,27.2856,86.9369,,1338.9144,2.2434,0.175,2.3429,2.4542,4.224,20.620589255419414,0.0811,118.4736,0.0,8.036,2.959,2.8912,50.1227
2147.5,0.0,0.0,421.7253,49.1874,49.1432,49.1432,47.5356,8.1828,26.5219,83.8973,,1332.8634,2.2565,0.1778,2.3712,2.4796,4.598,20.682775023562677,0.0811,117.3654,0.0,8.0283,3.3487,3.0726,49.339
2148.0,0.0,0.0,414.9567,46.4694,47.2267,47.2267,46.0577,8.1744,25.4884,83.7482,,1335.0574,2.2741,0.175,2.4099,2.5188,4.8849,20.74496079170594,0.0811,116.2991,0.0,7.9965,3.3996,3.138,48.5849
2148.5,0.0,0.0,403.348,41.8614,44.1124,44.1124,43.7753,8.1615,24.4025,85.5975,,1329.5502,2.2927,0.1719,2.4792,2.5845,4.5481,20.807146559849198,0.0811,115.2807,0.0,8.0025,3.0883,3.0045,47.8647
